"product_id","category_id","depth","name_tr","name_en"
"4991","242","1","Led Florasan Ampuller","Led Fluorescent Bulbs"
"4992","208","0","Ampuller","Bulbs"
"4992","242","1","Led Florasan Ampuller","Led Fluorescent Bulbs"
"4993","205","0","İç Aydınlatma","Indoor Lighting"
"4993","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"4994","205","0","İç Aydınlatma","Indoor Lighting"
"4994","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"4995","205","0","İç Aydınlatma","Indoor Lighting"
"4995","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"4996","205","0","İç Aydınlatma","Indoor Lighting"
"4996","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"4997","205","0","İç Aydınlatma","Indoor Lighting"
"4997","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"4998","205","0","İç Aydınlatma","Indoor Lighting"
"4998","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"4999","205","0","İç Aydınlatma","Indoor Lighting"
"4999","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"5000","205","0","İç Aydınlatma","Indoor Lighting"
"5000","273","1","T5,T8 Ledli Bant Armatürler","T5&amp;T8 Led Fixtures"
"5001","205","0","İç Aydınlatma","Indoor Lighting"
"5001","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5002","205","0","İç Aydınlatma","Indoor Lighting"
"5002","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5003","205","0","İç Aydınlatma","Indoor Lighting"
"5003","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5004","205","0","İç Aydınlatma","Indoor Lighting"
"5004","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5005","205","0","İç Aydınlatma","Indoor Lighting"
"5005","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5006","205","0","İç Aydınlatma","Indoor Lighting"
"5006","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5007","205","0","İç Aydınlatma","Indoor Lighting"
"5007","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5008","205","0","İç Aydınlatma","Indoor Lighting"
"5008","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5009","205","0","İç Aydınlatma","Indoor Lighting"
"5009","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5010","205","0","İç Aydınlatma","Indoor Lighting"
"5010","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5011","208","0","Ampuller","Bulbs"
"5011","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5012","208","0","Ampuller","Bulbs"
"5012","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5013","208","0","Ampuller","Bulbs"
"5013","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5014","208","0","Ampuller","Bulbs"
"5014","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5015","208","0","Ampuller","Bulbs"
"5015","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5016","208","0","Ampuller","Bulbs"
"5016","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5017","208","0","Ampuller","Bulbs"
"5017","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5018","208","0","Ampuller","Bulbs"
"5018","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5019","208","0","Ampuller","Bulbs"
"5019","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5020","208","0","Ampuller","Bulbs"
"5020","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5021","208","0","Ampuller","Bulbs"
"5021","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5022","208","0","Ampuller","Bulbs"
"5022","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5023","205","0","İç Aydınlatma","Indoor Lighting"
"5023","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5024","205","0","İç Aydınlatma","Indoor Lighting"
"5024","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5025","205","0","İç Aydınlatma","Indoor Lighting"
"5025","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5026","205","0","İç Aydınlatma","Indoor Lighting"
"5026","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5027","208","0","Ampuller","Bulbs"
"5027","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5028","208","0","Ampuller","Bulbs"
"5028","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5029","208","0","Ampuller","Bulbs"
"5029","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5030","208","0","Ampuller","Bulbs"
"5030","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5031","208","0","Ampuller","Bulbs"
"5031","252","1","Ledli Etanj Armatürler","Led Waterproof Fixtures"
"5032","205","0","İç Aydınlatma","Indoor Lighting"
"5032","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5033","205","0","İç Aydınlatma","Indoor Lighting"
"5033","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5034","205","0","İç Aydınlatma","Indoor Lighting"
"5034","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5035","205","0","İç Aydınlatma","Indoor Lighting"
"5035","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5036","205","0","İç Aydınlatma","Indoor Lighting"
"5036","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5037","205","0","İç Aydınlatma","Indoor Lighting"
"5037","211","1","Ledli Yatay Bant Armatürler","Led Wall Pictures"
"5038","226","0","Diğer Ürünler","Other Items"
"5038","265","1","Zaman Saatleri ve Sensörler","Magnetic Timer &amp; Sensors"
"5039","226","0","Diğer Ürünler","Other Items"
"5039","265","1","Zaman Saatleri ve Sensörler","Magnetic Timer &amp; Sensors"
"5040","226","0","Diğer Ürünler","Other Items"
"5040","265","1","Zaman Saatleri ve Sensörler","Magnetic Timer &amp; Sensors"
"5041","205","0","İç Aydınlatma","Indoor Lighting"
"5041","236","1","COB Led Armatürler","COB Led Fixtures"
"5042","205","0","İç Aydınlatma","Indoor Lighting"
"5042","236","1","COB Led Armatürler","COB Led Fixtures"
"5043","205","0","İç Aydınlatma","Indoor Lighting"
"5043","236","1","COB Led Armatürler","COB Led Fixtures"
"5044","208","0","Ampuller","Bulbs"
"5044","216","1","Halojen Ampuller","Halogen Bulbs"
"5045","208","0","Ampuller","Bulbs"
"5045","216","1","Halojen Ampuller","Halogen Bulbs"
"5046","208","0","Ampuller","Bulbs"
"5046","216","1","Halojen Ampuller","Halogen Bulbs"
"5047","208","0","Ampuller","Bulbs"
"5047","216","1","Halojen Ampuller","Halogen Bulbs"
"5048","208","0","Ampuller","Bulbs"
"5048","216","1","Halojen Ampuller","Halogen Bulbs"
"5049","226","0","Diğer Ürünler","Other Items"
"5049","227","1","Muhtelif Ürünler","Other Items"
"5050","226","0","Diğer Ürünler","Other Items"
"5050","227","1","Muhtelif Ürünler","Other Items"
"5051","205","0","İç Aydınlatma","Indoor Lighting"
"5051","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5052","205","0","İç Aydınlatma","Indoor Lighting"
"5052","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5053","205","0","İç Aydınlatma","Indoor Lighting"
"5053","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5054","205","0","İç Aydınlatma","Indoor Lighting"
"5054","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5055","205","0","İç Aydınlatma","Indoor Lighting"
"5055","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5056","205","0","İç Aydınlatma","Indoor Lighting"
"5056","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5057","205","0","İç Aydınlatma","Indoor Lighting"
"5057","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5058","205","0","İç Aydınlatma","Indoor Lighting"
"5058","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5059","205","0","İç Aydınlatma","Indoor Lighting"
"5059","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5060","205","0","İç Aydınlatma","Indoor Lighting"
"5060","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5061","205","0","İç Aydınlatma","Indoor Lighting"
"5061","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5062","205","0","İç Aydınlatma","Indoor Lighting"
"5062","247","1","Yüksek Tavan Armatürleri","High-Bay Ceiling Fixtures"
"5063","205","0","İç Aydınlatma","Indoor Lighting"
"5063","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5064","205","0","İç Aydınlatma","Indoor Lighting"
"5064","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5065","205","0","İç Aydınlatma","Indoor Lighting"
"5065","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5066","205","0","İç Aydınlatma","Indoor Lighting"
"5066","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5067","205","0","İç Aydınlatma","Indoor Lighting"
"5067","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5068","205","0","İç Aydınlatma","Indoor Lighting"
"5068","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5069","205","0","İç Aydınlatma","Indoor Lighting"
"5069","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5070","205","0","İç Aydınlatma","Indoor Lighting"
"5070","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5071","205","0","İç Aydınlatma","Indoor Lighting"
"5071","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5072","205","0","İç Aydınlatma","Indoor Lighting"
"5072","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5073","205","0","İç Aydınlatma","Indoor Lighting"
"5073","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5074","205","0","İç Aydınlatma","Indoor Lighting"
"5074","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5075","205","0","İç Aydınlatma","Indoor Lighting"
"5075","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5076","205","0","İç Aydınlatma","Indoor Lighting"
"5076","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5077","205","0","İç Aydınlatma","Indoor Lighting"
"5077","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5078","205","0","İç Aydınlatma","Indoor Lighting"
"5078","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5079","205","0","İç Aydınlatma","Indoor Lighting"
"5079","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5080","205","0","İç Aydınlatma","Indoor Lighting"
"5080","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5081","205","0","İç Aydınlatma","Indoor Lighting"
"5081","228","1","Kristal Cam Spotlar","Crystal Glass Spot Lights"
"5082","226","0","Diğer Ürünler","Other Items"
"5082","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5083","226","0","Diğer Ürünler","Other Items"
"5083","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5084","226","0","Diğer Ürünler","Other Items"
"5084","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5085","226","0","Diğer Ürünler","Other Items"
"5085","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5086","226","0","Diğer Ürünler","Other Items"
"5086","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5087","226","0","Diğer Ürünler","Other Items"
"5087","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5088","226","0","Diğer Ürünler","Other Items"
"5088","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5089","219","0","Şerit Led","Led Strip"
"5089","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5090","219","0","Şerit Led","Led Strip"
"5090","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5091","219","0","Şerit Led","Led Strip"
"5091","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5092","219","0","Şerit Led","Led Strip"
"5092","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5093","219","0","Şerit Led","Led Strip"
"5093","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5094","219","0","Şerit Led","Led Strip"
"5094","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5095","219","0","Şerit Led","Led Strip"
"5095","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5096","219","0","Şerit Led","Led Strip"
"5096","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5097","219","0","Şerit Led","Led Strip"
"5097","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5098","219","0","Şerit Led","Led Strip"
"5098","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5099","219","0","Şerit Led","Led Strip"
"5099","255","1","Şerit Led Trafoları","Led Strip Drivers"
"5100","213","0","Dış Aydınlatma","Outdoor Lighting"
"5100","256","1","Ledli Projektörler","Led Flood Lights"
"5101","213","0","Dış Aydınlatma","Outdoor Lighting"
"5101","256","1","Ledli Projektörler","Led Flood Lights"
"5102","213","0","Dış Aydınlatma","Outdoor Lighting"
"5102","256","1","Ledli Projektörler","Led Flood Lights"
"5103","213","0","Dış Aydınlatma","Outdoor Lighting"
"5103","256","1","Ledli Projektörler","Led Flood Lights"
"5104","213","0","Dış Aydınlatma","Outdoor Lighting"
"5104","256","1","Ledli Projektörler","Led Flood Lights"
"5105","213","0","Dış Aydınlatma","Outdoor Lighting"
"5105","256","1","Ledli Projektörler","Led Flood Lights"
"5106","213","0","Dış Aydınlatma","Outdoor Lighting"
"5106","256","1","Ledli Projektörler","Led Flood Lights"
"5107","213","0","Dış Aydınlatma","Outdoor Lighting"
"5107","256","1","Ledli Projektörler","Led Flood Lights"
"5108","213","0","Dış Aydınlatma","Outdoor Lighting"
"5108","256","1","Ledli Projektörler","Led Flood Lights"
"5109","213","0","Dış Aydınlatma","Outdoor Lighting"
"5109","256","1","Ledli Projektörler","Led Flood Lights"
"5110","213","0","Dış Aydınlatma","Outdoor Lighting"
"5110","256","1","Ledli Projektörler","Led Flood Lights"
"5111","213","0","Dış Aydınlatma","Outdoor Lighting"
"5111","256","1","Ledli Projektörler","Led Flood Lights"
"5112","213","0","Dış Aydınlatma","Outdoor Lighting"
"5112","256","1","Ledli Projektörler","Led Flood Lights"
"5113","213","0","Dış Aydınlatma","Outdoor Lighting"
"5113","256","1","Ledli Projektörler","Led Flood Lights"
"5114","213","0","Dış Aydınlatma","Outdoor Lighting"
"5114","256","1","Ledli Projektörler","Led Flood Lights"
"5115","213","0","Dış Aydınlatma","Outdoor Lighting"
"5115","256","1","Ledli Projektörler","Led Flood Lights"
"5116","213","0","Dış Aydınlatma","Outdoor Lighting"
"5116","256","1","Ledli Projektörler","Led Flood Lights"
"5117","213","0","Dış Aydınlatma","Outdoor Lighting"
"5117","256","1","Ledli Projektörler","Led Flood Lights"
"5118","213","0","Dış Aydınlatma","Outdoor Lighting"
"5118","256","1","Ledli Projektörler","Led Flood Lights"
"5119","213","0","Dış Aydınlatma","Outdoor Lighting"
"5119","256","1","Ledli Projektörler","Led Flood Lights"
"5120","213","0","Dış Aydınlatma","Outdoor Lighting"
"5120","256","1","Ledli Projektörler","Led Flood Lights"
"5121","213","0","Dış Aydınlatma","Outdoor Lighting"
"5121","256","1","Ledli Projektörler","Led Flood Lights"
"5122","213","0","Dış Aydınlatma","Outdoor Lighting"
"5122","256","1","Ledli Projektörler","Led Flood Lights"
"5123","213","0","Dış Aydınlatma","Outdoor Lighting"
"5123","256","1","Ledli Projektörler","Led Flood Lights"
"5124","213","0","Dış Aydınlatma","Outdoor Lighting"
"5124","256","1","Ledli Projektörler","Led Flood Lights"
"5125","213","0","Dış Aydınlatma","Outdoor Lighting"
"5125","256","1","Ledli Projektörler","Led Flood Lights"
"5126","213","0","Dış Aydınlatma","Outdoor Lighting"
"5126","256","1","Ledli Projektörler","Led Flood Lights"
"5127","213","0","Dış Aydınlatma","Outdoor Lighting"
"5127","256","1","Ledli Projektörler","Led Flood Lights"
"5128","213","0","Dış Aydınlatma","Outdoor Lighting"
"5128","256","1","Ledli Projektörler","Led Flood Lights"
"5129","213","0","Dış Aydınlatma","Outdoor Lighting"
"5129","256","1","Ledli Projektörler","Led Flood Lights"
"5130","213","0","Dış Aydınlatma","Outdoor Lighting"
"5130","256","1","Ledli Projektörler","Led Flood Lights"
"5131","213","0","Dış Aydınlatma","Outdoor Lighting"
"5131","256","1","Ledli Projektörler","Led Flood Lights"
"5132","213","0","Dış Aydınlatma","Outdoor Lighting"
"5132","256","1","Ledli Projektörler","Led Flood Lights"
"5133","213","0","Dış Aydınlatma","Outdoor Lighting"
"5133","256","1","Ledli Projektörler","Led Flood Lights"
"5134","213","0","Dış Aydınlatma","Outdoor Lighting"
"5134","256","1","Ledli Projektörler","Led Flood Lights"
"5135","213","0","Dış Aydınlatma","Outdoor Lighting"
"5135","256","1","Ledli Projektörler","Led Flood Lights"
"5136","213","0","Dış Aydınlatma","Outdoor Lighting"
"5136","256","1","Ledli Projektörler","Led Flood Lights"
"5137","213","0","Dış Aydınlatma","Outdoor Lighting"
"5137","256","1","Ledli Projektörler","Led Flood Lights"
"5138","213","0","Dış Aydınlatma","Outdoor Lighting"
"5138","256","1","Ledli Projektörler","Led Flood Lights"
"5139","213","0","Dış Aydınlatma","Outdoor Lighting"
"5139","256","1","Ledli Projektörler","Led Flood Lights"
"5140","213","0","Dış Aydınlatma","Outdoor Lighting"
"5140","256","1","Ledli Projektörler","Led Flood Lights"
"5141","213","0","Dış Aydınlatma","Outdoor Lighting"
"5141","256","1","Ledli Projektörler","Led Flood Lights"
"5142","213","0","Dış Aydınlatma","Outdoor Lighting"
"5142","256","1","Ledli Projektörler","Led Flood Lights"
"5143","213","0","Dış Aydınlatma","Outdoor Lighting"
"5143","256","1","Ledli Projektörler","Led Flood Lights"
"5144","213","0","Dış Aydınlatma","Outdoor Lighting"
"5144","256","1","Ledli Projektörler","Led Flood Lights"
"5145","213","0","Dış Aydınlatma","Outdoor Lighting"
"5145","256","1","Ledli Projektörler","Led Flood Lights"
"5146","213","0","Dış Aydınlatma","Outdoor Lighting"
"5146","256","1","Ledli Projektörler","Led Flood Lights"
"5147","213","0","Dış Aydınlatma","Outdoor Lighting"
"5147","256","1","Ledli Projektörler","Led Flood Lights"
"5148","213","0","Dış Aydınlatma","Outdoor Lighting"
"5148","256","1","Ledli Projektörler","Led Flood Lights"
"5149","213","0","Dış Aydınlatma","Outdoor Lighting"
"5149","256","1","Ledli Projektörler","Led Flood Lights"
"5150","213","0","Dış Aydınlatma","Outdoor Lighting"
"5150","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5151","213","0","Dış Aydınlatma","Outdoor Lighting"
"5151","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5152","213","0","Dış Aydınlatma","Outdoor Lighting"
"5152","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5153","213","0","Dış Aydınlatma","Outdoor Lighting"
"5153","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5154","213","0","Dış Aydınlatma","Outdoor Lighting"
"5154","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5155","213","0","Dış Aydınlatma","Outdoor Lighting"
"5155","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5156","213","0","Dış Aydınlatma","Outdoor Lighting"
"5156","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5157","213","0","Dış Aydınlatma","Outdoor Lighting"
"5157","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5158","213","0","Dış Aydınlatma","Outdoor Lighting"
"5158","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5159","213","0","Dış Aydınlatma","Outdoor Lighting"
"5159","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5160","213","0","Dış Aydınlatma","Outdoor Lighting"
"5160","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5161","213","0","Dış Aydınlatma","Outdoor Lighting"
"5161","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5162","213","0","Dış Aydınlatma","Outdoor Lighting"
"5162","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5163","213","0","Dış Aydınlatma","Outdoor Lighting"
"5163","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5164","213","0","Dış Aydınlatma","Outdoor Lighting"
"5164","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5165","213","0","Dış Aydınlatma","Outdoor Lighting"
"5165","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5166","213","0","Dış Aydınlatma","Outdoor Lighting"
"5166","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5167","213","0","Dış Aydınlatma","Outdoor Lighting"
"5167","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5168","213","0","Dış Aydınlatma","Outdoor Lighting"
"5168","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5169","213","0","Dış Aydınlatma","Outdoor Lighting"
"5169","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5170","213","0","Dış Aydınlatma","Outdoor Lighting"
"5170","269","1","Slim Ledli Projektörler","Slim Led Flood Lights"
"5171","213","0","Dış Aydınlatma","Outdoor Lighting"
"5171","256","1","Ledli Projektörler","Led Flood Lights"
"5172","213","0","Dış Aydınlatma","Outdoor Lighting"
"5172","256","1","Ledli Projektörler","Led Flood Lights"
"5173","213","0","Dış Aydınlatma","Outdoor Lighting"
"5173","256","1","Ledli Projektörler","Led Flood Lights"
"5174","213","0","Dış Aydınlatma","Outdoor Lighting"
"5174","256","1","Ledli Projektörler","Led Flood Lights"
"5175","213","0","Dış Aydınlatma","Outdoor Lighting"
"5175","256","1","Ledli Projektörler","Led Flood Lights"
"5176","213","0","Dış Aydınlatma","Outdoor Lighting"
"5176","256","1","Ledli Projektörler","Led Flood Lights"
"5177","213","0","Dış Aydınlatma","Outdoor Lighting"
"5177","256","1","Ledli Projektörler","Led Flood Lights"
"5178","213","0","Dış Aydınlatma","Outdoor Lighting"
"5178","256","1","Ledli Projektörler","Led Flood Lights"
"5179","213","0","Dış Aydınlatma","Outdoor Lighting"
"5179","256","1","Ledli Projektörler","Led Flood Lights"
"5180","213","0","Dış Aydınlatma","Outdoor Lighting"
"5180","256","1","Ledli Projektörler","Led Flood Lights"
"5181","213","0","Dış Aydınlatma","Outdoor Lighting"
"5181","256","1","Ledli Projektörler","Led Flood Lights"
"5182","213","0","Dış Aydınlatma","Outdoor Lighting"
"5182","256","1","Ledli Projektörler","Led Flood Lights"
"5183","213","0","Dış Aydınlatma","Outdoor Lighting"
"5183","256","1","Ledli Projektörler","Led Flood Lights"
"5184","226","0","Diğer Ürünler","Other Items"
"5184","227","1","Muhtelif Ürünler","Other Items"
"5185","226","0","Diğer Ürünler","Other Items"
"5185","227","1","Muhtelif Ürünler","Other Items"
"5186","205","0","İç Aydınlatma","Indoor Lighting"
"5186","232","1","Dekoratif Sarkıt Armatürler ve Aplikler","Decorative Pendant Fixtures &amp; Appliques"
"5187","205","0","İç Aydınlatma","Indoor Lighting"
"5187","232","1","Dekoratif Sarkıt Armatürler ve Aplikler","Decorative Pendant Fixtures &amp; Appliques"
"5188","226","0","Diğer Ürünler","Other Items"
"5188","254","1","Aydınlatma Kumandaları","Lighting Remote Controls"
"5189","205","0","İç Aydınlatma","Indoor Lighting"
"5189","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5190","205","0","İç Aydınlatma","Indoor Lighting"
"5190","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5191","205","0","İç Aydınlatma","Indoor Lighting"
"5191","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5192","205","0","İç Aydınlatma","Indoor Lighting"
"5192","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5193","205","0","İç Aydınlatma","Indoor Lighting"
"5193","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5194","205","0","İç Aydınlatma","Indoor Lighting"
"5194","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5195","205","0","İç Aydınlatma","Indoor Lighting"
"5195","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5196","205","0","İç Aydınlatma","Indoor Lighting"
"5196","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5197","205","0","İç Aydınlatma","Indoor Lighting"
"5197","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5198","205","0","İç Aydınlatma","Indoor Lighting"
"5198","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5199","205","0","İç Aydınlatma","Indoor Lighting"
"5199","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5200","205","0","İç Aydınlatma","Indoor Lighting"
"5200","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5201","205","0","İç Aydınlatma","Indoor Lighting"
"5201","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5202","205","0","İç Aydınlatma","Indoor Lighting"
"5202","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5203","205","0","İç Aydınlatma","Indoor Lighting"
"5203","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5204","205","0","İç Aydınlatma","Indoor Lighting"
"5204","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5205","205","0","İç Aydınlatma","Indoor Lighting"
"5205","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5206","205","0","İç Aydınlatma","Indoor Lighting"
"5206","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5207","205","0","İç Aydınlatma","Indoor Lighting"
"5207","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5208","205","0","İç Aydınlatma","Indoor Lighting"
"5208","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5209","205","0","İç Aydınlatma","Indoor Lighting"
"5209","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5210","205","0","İç Aydınlatma","Indoor Lighting"
"5210","215","1","Ledli Koridor Armatürleri ve Yıldız Spotlar","Led Corridor Lights &amp; Star Spot Lights"
"5211","205","0","İç Aydınlatma","Indoor Lighting"
